scenario_name,agent_id,strategy,final_score,final_q_values,full_q_values
ScaleFree_Pavlov_vs_QL,12,q_learning,446.7241379310337,"{'avg_cooperate': 2.3337891431450593, 'avg_defect': 4.336806093034139}","{'initial': {'cooperate': 0.020689655172413793, 'defect': 0.0}, (1.0,): {'cooperate': 0.305567575577881, 'defect': 1.3297180731888074}, (0.6,): {'cooperate': 1.2944390748553847, 'defect': 6.125659192636171}, (0.2,): {'cooperate': 7.714460266974557, 'defect': 9.891847106311577}}"
ScaleFree_Pavlov_vs_QL,13,q_learning,433.1034482758617,"{'avg_cooperate': 2.4519728631566107, 'avg_defect': 4.54244759330364}","{'initial': {'cooperate': 0.020689655172413793, 'defect': 0.0}, (1.0,): {'cooperate': 0.30501878705563973, 'defect': 1.2481129317175879}, (0.2,): {'cooperate': 7.234971750749668, 'defect': 9.705654375102784}, (0.6,): {'cooperate': 2.247211259648722, 'defect': 7.216023066394188}}"
ScaleFree_Pavlov_vs_QL,14,q_learning,453.82758620689503,"{'avg_cooperate': 2.9626530240093136, 'avg_defect': 4.584239594112077}","{'initial': {'cooperate': 0.020689655172413793, 'defect': 0.0}, (1.0,): {'cooperate': 0.1027518394363033, 'defect': 0.0}, (0.6,): {'cooperate': 5.079443932184779, 'defect': 8.477445132042348}, (0.2,): {'cooperate': 6.647726669243759, 'defect': 9.859513244405962}}"
ScaleFree_Pavlov_vs_QL,15,pavlov,369.2758620689673,,
ScaleFree_Pavlov_vs_QL,16,pavlov,344.6896551724144,,
ScaleFree_Pavlov_vs_QL,17,pavlov,275.8275862068966,,
ScaleFree_Pavlov_vs_QL,18,pavlov,284.4827586206893,,
ScaleFree_Pavlov_vs_QL,19,pavlov,416.68965517241276,,
ScaleFree_Pavlov_vs_QL,20,pavlov,289.06896551724145,,
ScaleFree_Pavlov_vs_QL,21,pavlov,292.96551724137896,,
ScaleFree_Pavlov_vs_QL,22,pavlov,293.20689655172384,,
ScaleFree_Pavlov_vs_QL,23,pavlov,277.34482758620703,,
ScaleFree_Pavlov_vs_QL,24,pavlov,308.2413793103448,,
ScaleFree_Pavlov_vs_QL,25,pavlov,303.79310344827553,,
ScaleFree_Pavlov_vs_QL,26,pavlov,292.3793103448275,,
ScaleFree_Pavlov_vs_QL,27,pavlov,286.6896551724135,,
ScaleFree_Pavlov_vs_QL,28,pavlov,306.72413793103493,,
ScaleFree_Pavlov_vs_QL,29,pavlov,301.7241379310333,,
